0,"['come' 'meet' 'tell' 'sorry' 'know' 'lovely' 'find' 'need' 'set' 'apart'
 'secrets' 'ask' 'questions' 'oh' ""let's"" 'go' 'back' 'start' 'running'
 'circles' 'coming' 'tails' 'heads' 'science' 'nobody' 'said' 'easy'
 'shame' 'us' 'part' 'one' 'ever' 'would' 'hard' 'take' 'guessing'
 'numbers' 'figures' 'pulling' 'puzzles' 'progress' 'speak' 'loud' 'heart'
 'love' 'haunt' 'rush' 'chasing' 'going' 'ohooh' 'oohoohoohooh' 'aahooh']"
1,"['look' 'stars' 'shine' 'everything' 'yeah' 'yellow' 'came' 'along'
 'wrote' 'song' 'things' 'called' 'took' 'turn' 'oh' 'thing' 'done'
 'jonny' 'aah' 'skin' 'bones' 'ooh' 'something' 'beautiful' 'know' 'love'
 'swam' 'across' 'jumped' ""'cause"" 'drew' 'line' ""i'd"" 'bleed' 'dry'
 'true']"
2,"['try' 'best' 'succeed' 'get' 'want' 'need' 'feel' 'tired' ""can't"" 'sleep'
 'stuck' 'reverse' 'tears' 'come' 'streaming' 'face' 'lose' 'something'
 'replace' 'love' 'someone' 'goes' 'waste' 'could' 'worse' 'lights'
 'guide' 'home' 'ignite' 'bones' 'fix' 'high' 'let' 'go' 'never' 'know'
 'worth' 'instrumental' 'jonny' 'guy' 'stream' 'cannot' 'breakdown'
 'promise' 'learn' 'mistakes']"
3,"[""we'll"" 'everything' 'need' 'anything' 'anyone' 'lay' 'would' 'lie'
 'forget' 'world' 'quite' 'know' 'say' 'feel' 'three' 'words' 'said'
 'much' ""they're"" 'enough' ""we're"" 'told' 'get' 'old' 'show' 'garden'
 ""that's"" 'bursting' 'life' ""let's"" 'waste' 'time' 'chasing' 'cars'
 'around' 'heads' 'grace' 'remind' 'find' 'ever' 'perfect' 'eyes' 'see'
 'confused' 'well' 'things' 'never' 'change' 'us']"
4,"['well' 'done' 'bet' 'felt' 'tried' 'chill' 'hot' 'melted' 'fell' 'right'
 'cracks' 'trying' 'get' 'back' 'cool' 'run' 'giving' 'bestest'
 ""nothing's"" 'gonna' 'stop' 'divine' 'intervention' 'reckon' 'turn' 'win'
 'learn' 'hesitate' 'cannot' 'wait' 'hmm' 'hey' 'open' 'mind' 'see' 'like'
 'plans' 'damn' 'free' 'look' 'heart' 'find' 'love' 'listen' 'music'
 'moment' 'people' 'dance' 'sing' ""we're"" 'one' 'big' 'family'
 'godforsaken' 'loved' 'sure' 'postchorus' ""there's"" 'need' 'complicate'
 'time' 'short' 'fate' 'ado' 'want' 'come' 'scooch' 'closer' 'dear'
 'nibble' 'ear' 'asoo' 'da' 'ba' 'bum' 'whoa' 'oh' 'uhhuh' 'spending'
 'way' 'long' 'checking' 'tongue' 'mirror' 'bending' 'backwards' 'try'
 'clearer' 'breath' 'fogged' 'glass' 'drew' 'new' 'face' 'laughed' 'guess'
 'saying' ""ain't"" 'better' 'reason' 'rid' 'vanities' 'go' 'seasons' 'aim'
 'name' 'virtue' 'sky' 'please' 'reggae' ""'cause"" 'ha' 'brr' 'mmm' 'bo'
 'day' 'na' 'ch' 'doo' 'ohoh' 'ohohohoh' 'whoaohohoh' 'baby' 'believe'
 'best']"
5,"['love' 'mine' 'someday' 'die' 'close' 'behind' 'follow' 'dark' 'blinding'
 'light' 'tunnels' 'gates' 'white' 'hands' 'clasped' 'tight' 'waiting'
 'hint' 'spark' 'heaven' 'hell' 'decide' 'satisfied' 'illuminate' 'nos'
 'vacancy' 'signs' ""there's"" 'one' 'beside' 'soul' 'embarks' 'catholic'
 'school' 'vicious' 'roman' 'rule' 'got' 'knuckles' 'bruised' 'lady'
 'black' 'held' 'tongue' 'told' 'son' 'fear' 'heart' 'never' 'went' 'back'
 'seen' 'everything' 'see' 'bangkok' 'calgary' 'soles' 'shoes' 'worn'
 'time' 'sleep' 'nothing' 'cry' ""'cause"" ""we'll"" 'hold' 'soon' 'blackest'
 'rooms']"
6,"['step' 'one' 'say' 'need' 'talk' 'walks' 'sit' 'smiles' 'politely' 'back'
 'stare' 'right' 'sort' 'window' 'goes' 'left' 'stay' 'lines' 'fear'
 'blame' 'begin' 'wonder' 'came' 'go' 'wrong' 'lost' 'friend' 'somewhere'
 'along' 'bitterness' 'would' 'stayed' 'night' 'known' 'save' 'life' 'let'
 'know' 'best' ""'cause"" 'try' 'slip' 'past' 'defense' 'without' 'granting'
 'innocence' 'lay' 'list' 'things' 'told' 'pray' 'god' 'hears' 'begins'
 'raise' 'voice' 'lower' 'grant' 'last' 'choice' 'drive' 'lose' 'road'
 'break' 'ones' 'followed' 'two' 'admit' 'everything' ""he'll"" ""he's""
 'refrain']"
7,"['beauty' 'queen' 'eighteen' 'trouble' 'always' 'help' 'belonged'
 'someone' 'else' 'drove' 'miles' 'wound' 'door' 'many' 'times' 'somehow'
 'want' 'mind' 'spending' 'every' 'day' 'corner' 'pouring' 'rain' 'look'
 'girl' 'broken' 'smile' 'ask' 'wants' 'stay' 'loved' 'tap' 'window'
 'knock' 'make' 'feel' 'beautiful' 'know' 'tend' 'get' 'insecure' 'matter'
 'anymore' 'rainbows' 'butterflies' 'compromise' 'moves' 'us' 'along'
 'yeah' 'heart' 'full' ""door's"" 'open' 'come' 'time' 'hide' 'alone' 'car'
 'things' 'goodbye' 'means' 'nothing' 'comes' 'back' 'makes' 'catch'
 'falls' 'oh' 'fading' 'please' 'try' 'hard' 'say']"
8,"['thinking' 'sign' 'freckles' 'eyes' 'mirror' 'images' 'kiss' ""they're""
 'perfectly' 'aligned' 'speculate' 'god' 'make' 'us' 'corresponding'
 'shapes' 'like' 'puzzle' 'pieces' 'clay' 'true' 'may' 'seem' 'stretch'
 'thoughts' 'catch' 'troubled' 'head' 'away' 'missing' 'death' 'road'
 'several' 'weeks' 'shows' 'scan' 'radio' 'hope' 'song' 'guide' 'home'
 'see' 'waving' 'great' 'heights' 'come' ""they'll"" 'say' 'everything'
 'looks' 'perfect' 'far' ""we'll"" 'stay' 'tried' 'best' 'leave' 'machine'
 'persistent' 'beat' 'sounded' 'thin' 'upon' 'listening' 'frankly' 'fly'
 'hear' 'shrillest' 'highs' 'lowest' 'lows' 'windows' 'guiding']"
9,"['come' 'skinny' 'love' 'last' 'year' 'pour' 'little' 'salt' 'never'
 'staring' 'sink' 'blood' 'crushed' 'veneer' 'tell' 'wreck' 'cut' 'ropes'
 'let' 'fall' 'right' 'moment' ""order's"" 'tall' 'told' 'patient' 'fine'
 'balanced' 'kind' 'morning' 'different' 'holding' 'tickets' 'owning'
 'fines' 'happened' 'suckle' 'hope' 'light' 'brassieres' 'sullen' 'load'
 'full' 'slow' 'split' 'wasted' 'hell' 'breaking' 'britches' 'end' 'lines'
 'fight' 'far' 'behind']"
