355,"['love' ""there's"" 'nothing' ""can't"" 'done' 'sing' 'sung' 'say' 'learn'
 'play' 'game' 'easy' 'make' 'made' 'one' 'save' 'saved' 'time' 'need'
 'know' 'known' 'see' 'shown' 'nowhere' 'meant' 'together' 'everybody'
 'yesterday' 'oh' 'yeah' 'loves']"
358,"['1something' 'way' 'movesattracts' 'like' 'loversomething' 'woos'
 'meprebridgei' 'dont' 'want' 'leave' 'nowyou' 'know' 'believe' 'howverse'
 '2somewhere' 'smile' 'knowsthat' 'need' 'style' 'shows' 'howbridgeyoure'
 'asking' 'love' 'growi' 'knowyou' 'stick' 'around' 'may' 'showi'
 'knowguitar' 'soloverse' '3something' 'knowsand' 'think' 'hersomething'
 'things']"
366,"['paul' 'mccartney' 'john' 'lennon' 'love' 'know' 'always' 'true' 'please'
 'whoa' 'someone' 'somebody' 'new' 'like' 'harmonica' 'solo' 'yeah' 'oh']"
367,"['nice' 'older' 'wait' 'long' 'live' 'together' 'kind' 'world' 'belong'
 'know' 'gonna' 'make' 'much' 'better' 'say' 'goodnight' 'stay' 'could'
 'wake' 'morning' 'day' 'new' 'spent' 'hold' 'close' 'whole' 'night'
 'happy' 'times' ""we've"" 'spending' 'wish' 'every' 'kiss' 'neverending'
 'oh' 'maybe' 'think' 'hope' 'pray' 'might' 'come' 'true' 'baby' 'single'
 'thing' 'married' ""we'd"" 'seems' 'talk' 'makes' 'worse' 'without' ""let's""
 'sleep' 'tight']"
368,"['paul' 'mccartney' 'john' 'lennon' 'oh' 'yeah' 'tell' 'something' 'think'
 'understand' 'say' 'want' 'hold' 'hand' 'please' 'let' 'man' 'touch'
 'feel' 'happy' 'inside' 'feeling' 'love' ""can't"" 'hide' 'got']"
370,"[""can't"" 'buy' 'love' 'diamond' 'ring' 'friend' 'makes' 'feel' 'alright'
 'get' 'anything' ""'cause"" 'care' 'much' 'money' 'give' 'got' 'say' 'may'
 'lot' 'everybody' 'tells' 'nonono' 'need' 'rings' 'satisfied' 'tell'
 'want' 'kind' 'things' 'ow' 'guitar' 'solo' 'paul' 'mccartney']"
373,"['instrumental' 'got' 'sunshine' 'cloudy' 'day' 'cold' 'outside' 'month'
 'may' 'guess' 'say' 'make' 'feel' 'way' 'girl' ""talkin'"" ""'bout"" 'much'
 'honey' 'bees' 'envy' 'sweeter' 'song' 'birds' 'trees' 'well' 'ooh' 'hey'
 'yeah' 'need' 'money' 'fortune' 'fame' 'riches' 'baby' 'one' 'man'
 'claim' 'woah' 'even']"
375,"['night' 'come' 'land' 'dark' 'moon' 'light' ""we'll"" 'see' 'afraid' 'oh'
 'long' 'stand' ""darlin'"" 'sky' 'look' 'upon' 'tumble' 'fall' 'mountains'
 'crumble' 'sea' 'cry' 'shed' 'tear' 'woah' 'interlude' 'whenever'
 'trouble']"
378,"['paul' 'mccartney' 'john' 'lennon' 'loves' 'yeah' 'think' 'lost' 'love'
 'well' 'saw' 'yesterday' 'thinking' 'told' 'say' 'refrain' 'says' 'know'
 ""can't"" 'bad' 'yes' 'glad' 'said' 'hurt' 'almost' 'mind' 'knows'
 'hurting' 'kind' 'ooh' 'like' 'fair' 'pride' 'apologise']"
380,"['john' 'lennon' 'ooh' 'need' 'love' 'babe' 'guess' 'know' 'true' 'hope'
 'like' 'paul' 'mccartney' 'hold' ""ain't"" 'got' 'nothing' 'eight' 'days'
 'week' 'everyday' 'girl' 'always' 'mind' 'one' 'thing' 'say' 'time'
 'enough' 'show' 'care']"
383,"['may' 'always' 'love' 'long' 'stars' 'never' 'need' 'doubt' 'make' 'sure'
 'god' 'knows' ""i'd"" 'without' 'ever' 'leave' 'well' 'life' 'would'
 'still' 'go' 'believe' 'world' 'could' 'show' 'nothing' 'good' 'living'
 'instrumental' 'break']"
389,"['john' 'lennon' 'paul' 'mccartney' 'places' 'remember' 'life' 'though'
 'changed' 'forever' 'better' 'gone' 'remain' 'moments' 'lovers' 'friends'
 'still' 'recall' 'dead' 'living' 'loved' 'one' 'compares' 'memories'
 'lose' 'meaning' 'think' 'love' 'something' 'new' 'know' 'never'
 'affection' 'people' 'things' 'went' 'often' 'stop' 'piano' 'solo']"
400,"['sometimes' 'feel' 'happy' 'sad' 'mostly' 'make' 'mad' 'baby' 'linger'
 'pale' 'blue' 'eyes' 'thought' 'mountain' 'top' 'peak' 'everything'
 'keep' 'could' 'world' 'pure' 'strange' 'see' ""i'd"" 'put' 'mirror'
 'front' 'skip' 'life' 'completely' 'stuff' 'cup' 'said' 'money' 'like'
 'us' 'time' 'lies' ""can't"" 'stand' 'good' 'yesterday' 'fact' 'married'
 'proves' 'best' 'friend' 'truly' 'sin']"
405,"['wise' 'men' 'say' 'fools' 'rush' ""can't"" 'help' 'falling' 'love' 'shall'
 'stay' 'would' 'sin' 'like' 'river' 'flows' 'surely' 'sea' 'darling'
 'goes' 'things' 'meant' 'take' 'hand' 'whole' 'life']"
407,"[""we're"" 'caught' 'trap' ""can't"" 'walk' 'love' 'much' 'baby' 'see'
 'believe' 'word' 'say' 'go' 'together' 'suspicious' 'minds' 'build'
 'dreams' 'old' 'friend' 'know' 'stops' 'hello' 'would' 'still'
 'suspicion' 'eyes' 'asking' 'tears' 'real' 'crying' 'yes' 'oh' 'let'
 'survive' 'dry' ""let's"" 'good' 'thing' 'die' 'honey' 'never' 'lied'
 'well']"
408,"['paul' 'mccartney' 'michelle' 'belle' 'words' 'go' 'together' 'well'
 'sont' 'des' 'mots' 'qui' 'vont' 'très' 'bien' 'ensemble' 'love' ""that's""
 'want' 'say' 'find' 'way' 'know' 'understand' 'need' 'make' 'see' 'oh'
 'mean' 'hoping' 'think' 'get' 'somehow' 'telling']"
414,"['close' 'eyes' 'kiss' 'tomorrow' 'miss' 'remember' 'always' 'true' 'away'
 'write' 'home' 'everyday' 'send' 'loving' 'pretend' 'kissing' 'lips'
 'missing' 'hope' 'dreams' 'come' 'darling' 'ooh']"
415,"['way' 'get' 'back' 'homeward' 'home' 'sleep' 'pretty' 'darling' 'cry'
 'sing' 'lullaby' 'golden' 'slumbers' 'fill' 'eyes' 'smiles' 'await'
 'rise']"
