347,"['heard' 'settled' 'found' 'girl' 'married' 'dreams' 'came' 'true' 'guess'
 'gave' 'things' 'give' 'old' 'friend' 'shy' ""ain't"" 'like' 'hold' 'back'
 'hide' 'light' 'hate' 'turn' 'blue' 'uninvited' 'stay' 'away' 'fight'
 'hoped' 'see' 'face' 'reminded' 'never' 'mind' 'find' 'someone' 'wish'
 'nothing' 'best' 'forget' 'beg' 'remember' 'said' 'sometimes' 'lasts'
 'love' 'hurts' 'instead' 'know' 'time' 'flies' 'yesterday' 'lives' 'born'
 'raised' 'summer' 'haze' 'bound' 'surprise' 'glory' 'days' 'compares'
 'worries' 'cares' 'regrets' 'mistakes' ""they're"" 'memories' 'made'
 'would' 'known' 'bittersweet' 'taste' 'breakdown']"
352,"['produced' 'fraser' 'smith' 'let' 'fall' 'heart' 'fell' 'rose' 'claim'
 'dark' 'kissed' 'lips' 'saved' 'hands' 'strong' 'knees' 'far' 'weak'
 'stand' 'arms' 'without' 'falling' 'feet' ""there's"" 'side' 'never' 'knew'
 'things' 'say' 'true' 'games' 'play' 'would' 'always' 'win' 'set' 'fire'
 'rain' 'watched' 'pour' 'touched' 'face' 'well' 'burned' 'cried' ""'cause""
 'heard' 'screaming' 'name' 'lay' 'could' 'stay' 'close' 'eyes' 'feel'
 'forever' 'together' 'nothing' 'better' 'threw' 'us' 'flames' 'something'
 'died' 'last' 'time' 'sometimes' 'wake' 'door' 'caught' 'must' 'waiting'
 'even' ""we're"" 'already' ""can't"" 'help' 'looking' 'oh' 'burn']"
356,"['trying' 'right' 'living' 'lonely' 'life' ""sleepin'"" 'instead' 'bed'
 'show' 'family' 'blood' 'bleed' 'know' 'belong' 'went' 'wrong' 'write'
 'song' 'sweetheart' 'think' 'might' 'took' 'bus' 'chinatown' ""i'd""
 ""standin'"" 'canal' 'bowery' ""she'd"" 'next' 'love' 'need' ""let's"" 'hope'
 'cause' 'oh' ""we're"" ""bleedin'""]"
362,"['oh' 'eyes' 'make' 'stars' 'look' 'like' ""they're"" ""shinin'"" 'hair'
 'falls' 'perfectly' 'without' 'trying' 'beautiful' 'tell' 'every' 'day'
 'yeah' 'know' 'compliment' 'believe' 'sad' 'think' 'see' 'time' 'asks'
 'okay' 'say' 'face' ""there's"" 'thing' 'would' 'change' ""'cause"" 'amazing'
 'way' 'smile' 'whole' 'world' 'stops' 'stares' 'girl' 'lips' 'could'
 'kiss' ""she'd"" 'let' 'laugh' 'hates' 'sexy' ""i'd"" 'never' 'ask'
 ""perfect's"" 'searching' 'stay' 'even' 'bother' 'asking' 'postchorus']"
369,"['maybe' 'need' 'rehab' 'sleep' 'got' 'sick' 'obsession' 'seeing' 'dreams'
 'looking' 'every' 'alley' 'making' 'desperate' 'calls' 'staying' 'night'
 'hoping' 'hitting' 'head' 'wall' 'boy' 'hard' 'find' 'think' 'time'
 'strung' 'heart' 'fried' ""can't"" 'get' 'mind' 'love' 'drug' 'said'
 'listen' 'advice' ""momma's"" 'telling' 'twice' 'better' 'left' 'devices'
 'addicted' 'crisis' 'friends' 'gone' 'crazy' ""judgment's"" 'getting'
 'kinda' 'hazy' 'steeze' 'gonna' 'affected' 'keep' 'like' 'lovesick'
 'crackhead' 'care' 'people' 'say' 'rush' 'worth' 'price' 'pay' 'high'
 'crash' 'crave' 'leave' 'hey' 'question' 'wanna' 'slumber' 'party'
 'basement' 'make' 'beat' '808' 'drum' 'huh' 'beard']"
371,"['tornado' 'flew' 'around' 'room' 'came' 'excuse' 'mess' 'made' 'usually'
 'rain' 'southern' 'california' 'much' 'like' 'arizona' 'eyes' 'shed'
 'tears' 'boy' 'pour' ""thinkin'"" ""'bout"" 'ooh' 'bout' 'know' 'think'
 'still' 'ya' 'far' 'ahead' ""'cause"" 'forever' 'thought' 'cool' 'enough'
 'kick' 'got' 'beach' 'house' 'could' 'sell' 'idaho' 'since' 'love' 'cute'
 ""that's"" 'kissed' 'fighter' 'jet' 'get' 'fly' 'though' 'lying' 'yes'
 'course' 'remember' 'forget' 'feel' 'first' 'time' 'new' 'ever' 'old'
 'soul' 'spirit' 'keep' 'alive' ""we'll"" 'go' 'road' ""'til"" 'turns' 'color'
 'black' 'white']"
377,"['rihanna' 'gonna' 'stand' 'watch' 'burn' 'well' ""that's"" 'right' 'like'
 'way' 'hurts' 'hear' 'cry' 'love' 'lie' 'eminem' ""can't"" 'tell' 'really'
 'feels' ""there's"" 'steel' 'knife' 'windpipe' 'breathe' 'still' 'fight'
 'long' 'wrong' 'flight' 'high' 'drunk' 'hate' ""huffin'"" 'paint' 'suffer'
 'suffocate' 'drown' 'resuscitates' ""fuckin'"" 'hates' '—' 'wait' 'going'
 'leaving' ""ain't"" 'come' 'back' ""we're"" ""runnin'"" 'go' 'insane' ""'cause""
 ""goin'"" 'good' 'great' 'superman' 'wind' 'lois' 'lane' 'bad' 'awful'
 'feel' 'ashamed' 'snapped' ""who's"" 'dude' 'even' 'know' 'name' 'laid'
 'hands' 'never' 'stoop' 'low' 'guess' 'strength' 'ever' 'somebody' 'much'
 'barely' ""'em"" 'meet' 'neither' 'one' 'hit' 'got' 'warm' 'fuzzy'
 ""feelin'"" 'yeah' 'chills' 'used' 'get' ""gettin'"" 'sick' ""lookin'"" 'swore'
 ""nothin'"" 'hurt' ""other's"" 'face' ""spewin'"" 'venom' 'words' 'spit' 'push'
 'pull' 'hair' 'scratch' 'claw' 'bit' 'throw' 'pin' 'lost' 'moments'
 'rage' 'took' 'controls' 'say' 'best' 'separate' 'ways' 'ya' 'today'
 'yesterday' 'different' 'day' 'sound' 'broken' 'records' ""playin'""
 'promised' 'next' 'time' 'show' 'restraint' 'another' 'chance' 'life'
 'nintendo' 'game' 'lied' 'leave' 'window' 'call' 'pane' 'said' 'things'
 'mean' 'fall' 'patterns' 'routine' ""temper's"" 'mine' 'comes' 'blinded'
 'baby' 'please' 'maybe' 'relationship' 'crazy' 'seems' 'happens'
 'tornado' 'meets' 'volcano' 'walk' 'away' 'though' 'inside' 'pick' 'bags'
 'sidewalk' 'sincerity' 'voice' 'talk' 'told' 'fault' 'look' 'eyeball'
 'pissed' 'aim' 'fist' 'drywall' 'apologize' 'lies' 'tired' 'games' 'want'
 'liar' 'tries' ""i'ma"" 'tie' 'bed' 'set' 'house' 'fire']"
379,"['seen' 'world' 'done' 'cake' 'diamonds' 'brilliant' 'bel' 'air' 'hot'
 'summer' 'nights' 'midjuly' 'forever' 'wild' 'crazy' 'days' 'city'
 'lights' 'way' 'play' 'like' 'child' 'still' 'love' 'longer' 'young'
 'beautiful' 'got' 'nothing' 'aching' 'soul' 'know' 'lit' 'stage'
 'channeling' 'angels' 'new' 'age' 'rock' 'roll' 'show' 'ways' 'pretty'
 'face' 'electric' 'dear' 'lord' 'get' 'heaven' 'please' 'let' 'bring'
 'man' 'comes' 'tell' 'father' 'grace' 'body' 'makes' 'wanna' 'party'
 ""he's"" 'sun' 'shine' ""nothin'""]"
382,"['produced' 'emile' 'haynie' 'patrik' 'berger' 'old' 'man' 'bad' ""can't""
 'deny' 'way' 'holds' 'hand' 'grabs' 'heart' 'mind' 'las' 'vegas' 'past'
 'la' 'crass' 'loves' 'every' 'beat' 'cocaine' 'refrain' 'swimming' 'pool'
 'glimmering' 'darling' 'white' 'bikini' 'red' 'nail' 'polish' 'watch'
 'bright' 'blue' 'ripples' ""sittin'"" ""sippin'"" 'black' 'cristal' 'oh'
 'yeah' 'light' 'life' 'fire' 'loins' 'good' 'baby' 'want' 'gimme' 'gold'
 'coins' 'races' 'cases' 'bacardi' 'chasers' 'chasing' 'town' ""'cause""
 'knows' 'wasted' 'facing' 'time' 'rikers' 'island' 'get' 'crazy' 'need'
 'come' 'save' 'little' 'scarlet' 'starlet' 'singing' 'garden' 'kiss'
 'open' 'mouth' 'ready' 'tough' 'got' 'soul' 'sweet' 'blood' 'jam' 'shows'
 'inch' 'tar' 'flat' 'brokedown' 'fact' 'says' 'thinks' 'might' 'like'
 'admires' 'roll' ""rollin'"" 'stone' 'likes' 'glass' 'room' 'bathroom'
 'chateau' 'marmont' ""slippin'"" 'dress' ""puttin'"" 'makeup' 'perfume'
 'cognac' 'lilac' 'fumes' 'feels' 'heaven' 'keep' 'forever' 'tell' 'yo'
 'laces' 'leather' 'waist' 'tight' 'falling' 'see' 'face' 'shameless'
 ""cipriani's"" 'basement' 'love' 'going' 'god' 'sorry' 'misbehaving'
 'harlot' 'queen' 'coney' 'raising' 'hell' ""'bout"" 'thief' 'gonna' 'stay'
 'pray' ""'til"" 'end' 'trust' 'decision' 'lord' 'us' 'take' 'may' 'afraid'
 'say' ""i'd"" 'die' 'without' 'else' 'put' 'breathe' 'never' 'leave'
 'would' 'rue' 'day' 'alone' 'lying' 'chain' 'cigar' 'hanging' 'lips'
 'said' ""hon'"" 'looked' 'beautiful' ""we're"" 'places' 'set' 'gate' ""goin'""
 'chaos' 'casino' 'oasis' 'honey' 'spin' 'boy' 'maybe' 'one' 'true']"
384,"['know' ""can't"" 'take' 'one' 'step' 'towards' '‘cause' ""that's"" 'waiting'
 'regret' 'ghost' 'anymore' 'lost' 'love' 'loved' 'learned' 'live' 'half'
 'alive' 'want' 'time' 'think' ""runnin'"" ""'round"" 'leaving' 'scars'
 'collecting' 'jar' 'hearts' 'tearing' 'apart' 'gonna' 'catch' 'cold'
 'ice' 'inside' 'soul' 'come' 'back' 'hear' 'asking' 'around' 'anywhere'
 'found' 'grown' 'strong' 'ever' 'fall' 'arms' 'dear' 'took' 'long' 'feel'
 'alright' 'remember' 'put' 'light' 'eyes' 'wish' 'missed' 'first'
 'kissed' 'broke' 'promises' 'get']"
