361,"['anybody' 'find' 'somebody' 'love' 'ooh' 'morning' 'get' 'die' 'little'
 'barely' 'stand' 'feet' 'take' 'look' 'mirror' 'cry' 'lord' 'yeah'
 'spent' 'years' 'believing' ""can't"" 'relief' 'work' 'hard' 'works'
 'every' 'day' 'life' ""'til"" 'ache' 'bones' 'end' 'home' 'hardearned'
 'pay' 'goes' 'knees' 'start' 'pray' 'praise' 'tears' 'run' 'eyes'
 'please' 'oh' 'everyday' 'try' 'everybody' 'wants' 'put' 'say' ""goin'""
 'crazy' 'got' 'lot' 'water' 'brain' 'common' 'sense' ""he's"" 'nobody'
 'left' 'believe' 'guitar' 'solo' 'someone' 'feel' 'rhythm' 'keep'
 'losing' 'beat' 'okay' 'alright' ""ain't"" 'gonna' 'face' 'defeat' 'gotta'
 'prison' 'cell' 'one' 'someday' 'free' 'anywhere']"
363,"['little' 'bit' 'funny' 'feeling' 'inside' 'one' 'easily' 'hide' 'much'
 'money' 'boy' ""i'd"" 'buy' 'big' 'house' 'could' 'live' 'sculptor' 'heh'
 'man' 'makes' 'potions' 'traveling' 'show' 'know' 'best' 'gift' 'song'
 ""one's"" 'tell' 'everybody' 'may' 'quite' 'simple' 'done' 'hope' 'mind'
 'put' 'words' 'wonderful' 'life' 'world' 'sat' 'roof' 'kicked' 'moss'
 'well' 'verses' ""they've"" 'got' 'cross' ""sun's"" 'kind' 'wrote' 'people'
 'like' 'keep' 'turned' 'excuse' 'forgetting' 'things' 'see' 'forgotten'
 ""they're"" 'green' 'blue' 'anyway' 'thing' 'really' 'mean' 'sweetest'
 'eyes' 'ever' 'seen']"
376,"['late' 'evening' 'wondering' 'clothes' 'wear' 'puts' 'makeup' 'brushes'
 'long' 'blonde' 'hair' 'asks' 'look' 'right' 'say' 'yes' 'wonderful'
 'tonight' 'go' 'party' 'everyone' 'turns' 'see' 'beautiful' 'lady'
 ""that's"" 'walking' 'around' 'feel' 'love' 'light' 'eyes' 'wonder'
 'realize' 'much' 'time' 'home' 'got' 'aching' 'head' 'give' 'car' 'keys'
 'helps' 'bed' 'tell' 'turn' 'darling' 'oh']"
381,"['spoken' 'want' 'love' 'treat' 'right' 'every' 'day' 'night' ""we'll""
 'together' 'roof' 'heads' 'share' 'shelter' 'single' 'bed' 'room' 'yeah'
 'jah' 'provide' 'bread' 'feeling' 'know' 'got' 'iiiiiiiii' 'willing'
 'able' 'throw' 'cards' 'table' 'oh' 'wooooah' 'yes']"
386,"['1when' 'youre' 'wearyfeeling' 'smallwhen' 'tears' 'eyesi' 'dry' 'allim'
 'sidewhen' 'times' 'get' 'roughand' 'friends' 'cant' 'foundchoruslike'
 'troubled' 'wateri' 'lay' 'downlike' 'downverse' '2when' 'outwhen'
 'streetwhen' 'evening' 'falls' 'hardi' 'comfort' 'youill' 'take'
 'partwhen' 'darkness' 'comesand' 'pain' 'aroundchoruslike' '3sail'
 'silver' 'girlsail' 'byyour' 'time' 'come' 'shineall' 'dreams' 'waysee'
 'shine' 'ohif' 'need' 'friendim' 'sailing' 'right' 'behindchoruslike'
 'ease' 'mindlike' 'mind']"
465,"['wanna' 'wait' 'vain' 'love' 'first' 'time' 'blessed' 'eyes' 'girl'
 'heart' 'says' 'follow' 'trough' 'know' 'way' 'line' ""waitin'"" 'feel'
 'fine' 'treat' 'like' 'puppet' 'string' 'cause' 'thing' 'talk' 'think'
 'dumb' 'gonna' 'come' 'see' 'summer' 'still' 'waiting' 'winter' 'guitar'
 'solo' 'said' 'three' 'years' 'since' ""knockin'"" 'door' 'knock' 'ooh'
 'feasible' 'ya' 'life' ""there's"" 'lots' 'grief' 'relief' 'tears' 'burn'
 'turn' 'oh' 'nono' 'running']"
472,"['love' 'forget' 'silly' 'phase' 'going' 'call' 'get' 'wrong' 'think'
 'got' 'made' 'like' 'see' 'mean' 'much' 'make' 'fuss' 'tell' 'friends'
 'two' 'us' 'interlude' 'quiet' 'big' 'boys' 'cry' 'keep' 'picture' 'upon'
 'wall' 'hides' 'nasty' 'stain' ""that's"" 'lying' 'ask' 'give' 'back'
 'know' 'ooh' 'wait' 'long' 'time' 'chorusoutro']"
494,"['love' 'hurts' 'scars' 'wounds' 'marks' 'heart' 'tough' 'strong' 'enough'
 'take' 'lot' 'pain' 'like' 'cloud' 'holds' 'rain' 'ooh' 'young' 'know'
 'even' 'thing' 'two' 'learned' 'really' 'flame' 'burns' 'hot' 'fools'
 'think' 'happiness' 'blissfulness' 'togetherness' 'fool' 'guess'
 ""they're"" ""foolin'"" 'true' 'lie' 'made' 'make' 'blue']"
495,"['lovely' 'wonderful' 'precious' 'less' 'one' 'minute' 'old' 'never'
 'thought' 'love' ""we'd"" 'making' 'made' 'pretty' 'truly' ""angel's"" 'best'
 'boy' 'happy' 'heaven' 'blessed' ""can't"" 'believe' 'god' 'done' 'us'
 ""he's"" 'given' 'life' 'breakdown' 'aisha' 'meaning' 'name' 'londie'
 'could' 'without' 'conceived' ""that's"" 'harmonica' 'solo' 'many' 'rounds']"
527,"['dig' 'pygmy' 'charles' 'hawtrey' 'deaf' 'aids' 'phase' 'one' 'doris'
 'gets' 'oats' 'two' 'us' 'riding' 'nowhere' 'spending' ""someone's"" 'hard'
 'earned' 'pay' 'sunday' 'driving' 'arriving' 'way' 'back' 'home' ""we're""
 'going' 'sending' 'postcards' 'writing' 'letters' 'wall' 'burning'
 'matches' 'lifting' 'latches' 'memories' 'longer' 'road' 'stretches'
 'ahead' 'wearing' 'raincoats' 'standing' 'solo' 'sun' 'chasing' 'paper'
 'getting' 'better' 'believe' 'goodbye']"
